M	CHARACTER	DIALOGUE
M	MIDDLE-AGED SON	23rd and Lex. The CABBIE grunts a reply.
M	MIDDLE-AGED SON (CONT'D)	How ya doin', Papa, you doin' alright?
M	ELDERLY MAN	Fine, fine...
M	MIDDLE-AGED SON	This is just a check-up, okay? Doctor Katz says you'll outlive us all. Traffic isn't bad. We should be back in time to watch the Mets. He notices his father is STARING, wide-eyed, at the cabby's
M	MIDDLE-AGED SON (CONT'D)	Papa? .Papa, what is it? IN THE REAR VIEW MIRROR, the old man catches the furtive
M	ELDERLY MAN	...You. Can it be? The eyes in the mirror look away. And then back.
M	ELDERLY MAN (CONT'D)	Bielski. Can it possibly be? As we PUSH IN on the eyes in the mirror, we HEAR THE A typical Eastern European shtetl. LOCAL POLICE help German Others look on, or look away with indifference as they are
M	ASAEL	Where are they taking them?
M	ZUS	--Shveig! Shveig!
M	ZUS	Just shut up! Please...
M	6 AN ALLEY WAY IN NOVAGRUDOK 6	The man we last saw in flight (TUVIA BIELSKI) wearing the
M	6A A REMOTE FARM 6A	Zus and Asael move warily through a barnyard. A tethered
M	WALENCKI	
M	WHAT DO YOU WANT?	Walencki brandishes a pitchfork.
M	ASAEL	Some food...?
M	WALENCKI	They are looking for you people. The two brothers glance nervously around.
M	WALENCKI (CONT'D)	Get away from here! GO! ZUS, the older of the two brothers, takes a menacing step
M	ASAEL	Zus. Let's go. As they retreat toward the woods, Zus warns the farmer.
M	ZUS	We'll be back.
M	TUVIA	And no news of my brothers?
M	RIFKA	They are used to trouble, they'll be all right.
M	TUVIA	If you stay, you'll have to go to the ghetto.
M	RIFKA	I can get false papers and pass as a gentile. So can you. Tuvia shakes his head, no. He finishes dressing. Theirs
M	RIFKA (CONT'D)	Will you at least stay tonight?
M	TUVIA	I need to see to my family. Will you come?
M	RIFKA	To the country? No. A PAIR OF LEGS lie motionless behind a trough. Beyond, A
M	ASAEL	Papa-- Gottenyu... Flies buzz about dead LIVESTOCK. A WOMAN'S BODY lies nearby.
M	9 IN THE HOUSE 9	A still portrait of a life interrupted. A table set for dinner. Candles lit. An open book. A
M	ASAEL	Aron. The boy (ARON) recoils. He is disoriented and WILL NOT Aron stares mutely straight ahead. Asael is shaking
M	ZUS	Stop it... But Asael is lost in a confusion of grief and panic.
M	ZUS (CONT'D)	Stop it. STOP IT! Finally Zus grabs him in a gesture halfway between violence
M	TUVIA	If I was a German you are dead.
M	ASAEL	Tuvia! Asael leaps up to embrace him as if he were salvation itself.
